feature,importance_mean,importance_std
pcm_fftMag_mfcc_sma[1]_amean,0.2870274640233979,0.0027332988370080778
pcm_RMSenergy_sma_de_stddev,0.16766773330364268,0.01381610268514552
pcm_RMSenergy_sma_stddev,0.08084609815238179,0.007192372955154046
pcm_fftMag_mfcc_sma[2]_amean,0.0788647207390879,0.004153421822617536
pcm_fftMag_mfcc_sma_de[2]_stddev,0.07800555153413916,0.005712685145366404
F0final_sma_stddev,0.06354238800592774,0.003989162393127314
pcm_fftMag_spectralFlux_sma_amean,0.06135902082544013,0.005534107542582176
pcm_fftMag_mfcc_sma[2]_stddev,0.05620093304580209,0.008299915070482574
pcm_fftMag_mfcc_sma_de[1]_stddev,0.05495346897613198,0.004654779973733323
pcm_RMSenergy_sma_amean,0.051872436721746,0.004675019298060621
F0final_sma_amean,0.04830178697689589,0.0020596115752967038
pcm_fftMag_spectralRollOff75.0_sma_amean,0.04373982645875261,0.0033737210672464732
pcm_fftMag_spectralFlux_sma_stddev,0.042846389796087014,0.003201554557559269
F0final_sma_de_stddev,0.04140239917839668,0.00310277382476304
pcm_fftMag_mfcc_sma[1]_stddev,0.039316584051569126,0.005511260132173075
pcm_fftMag_spectralFlux_sma_de_amean,0.0380427738817571,0.003571307765409563
pcm_fftMag_spectralFlux_sma_de_stddev,0.037017416960843354,0.0056457491706239284
pcm_fftMag_mfcc_sma_de[1]_amean,0.03590512066333804,0.0017291906739966719
pcm_fftMag_spectralRollOff90.0_sma_stddev,0.03275079831608947,0.0012176182034914999
pcm_fftMag_mfcc_sma_de[3]_amean,0.03273935119677294,0.0038769500891436665
pcm_fftMag_spectralRollOff75.0_sma_stddev,0.03171405747050393,0.003466602529203485
pcm_fftMag_mfcc_sma_de[2]_amean,0.03156661421934368,0.003286102463190824
pcm_fftMag_mfcc_sma_de[3]_stddev,0.031156009582335064,0.0010610777637267406
pcm_fftMag_spectralHarmonicity_sma_amean,0.03026411370649722,0.0014333629452510826
pcm_fftMag_spectralCentroid_sma_de_stddev,0.02980238444650716,0.0019599016040452635
pcm_fftMag_spectralRollOff75.0_sma_de_stddev,0.02901886473956623,0.0037762298301296468
pcm_fftMag_spectralRollOff90.0_sma_amean,0.028278086588910824,0.001616071017344973
pcm_fftMag_spectralHarmonicity_sma_stddev,0.02813467510417711,0.0010208245855987284
pcm_fftMag_spectralHarmonicity_sma_de_stddev,0.027650086237476734,0.003156723654016207
pcm_fftMag_mfcc_sma[3]_amean,0.027111921685106344,0.0021429846597751066
pcm_fftMag_spectralCentroid_sma_de_amean,0.02482155751527071,0.002693671889534698
pcm_fftMag_spectralRollOff90.0_sma_de_amean,0.023163850565999566,0.0028019007163246155
pcm_fftMag_spectralRollOff90.0_sma_de_stddev,0.023023368348518147,0.0012421714367144203
pcm_RMSenergy_sma_de_amean,0.022709437735183503,0.0013142181296802295
pcm_fftMag_spectralRollOff75.0_sma_de_amean,0.021853467925637582,0.002444960251563374
pcm_fftMag_mfcc_sma[3]_stddev,0.020939355294201677,0.001970515445222666
pcm_fftMag_spectralCentroid_sma_amean,0.020690185381115268,0.0009479133384364733
pcm_fftMag_spectralHarmonicity_sma_de_amean,0.01780637366737652,0.0013219549940471195
F0final_sma_de_amean,0.017406411710412416,0.001930094603809569
pcm_fftMag_spectralCentroid_sma_stddev,0.016573087742786385,0.000947448009984509
